Rating,Date,Sentiment,Review content English,Actual Date
1,2 years ago,negative,"Unfortunately, I mean Tabuk and reached the date 7 and the text of the appointment.",2022-07-11 08:15:12.709766
3,2 years ago,neutral,A crowd of regime and recklessness,2022-07-11 08:15:12.709766
1,2 years ago,negative,"The worst hospital I have seen in the life of the organization is the service, dealing and management except for doctors, but unfortunately, female employees and employees must reach the doctors, the patient relationship office, which is supposed to be your haven.",2022-07-11 08:15:12.709766
3,2 years ago,neutral,"Mitzbah site, and I will just go to her",2022-07-11 08:15:12.709766
4,2 years ago,positive,"A good hospital, God willing, but very expensive, I only regretted visiting the problem. The price is very high",2022-07-11 08:15:12.709766
2,2 years ago,negative,I hope to look at the emergency service,2022-07-11 08:15:12.709766
4,2 years ago,positive,"The best hospitals, Medina, and I thank the full medical staff, especially nursing",2022-07-11 08:15:12.709766
1,2 years ago,negative,"God suffices us, and yes, the agent in you, may God hear us about you with his closure and every private hospital",2022-07-11 08:15:12.709766
1,2 years ago,negative,"God suffices, and yes, the agent is involved",2022-07-11 08:15:12.709766
1,2 years ago,negative,Need to be Organis,2022-07-11 08:15:12.709766
